document_id,Cleaned Reviews,sentiment
950,guy doesnt fit batmanh lack musclestoughenergyh lack everi thin bruce wyne batmaneven suitabl facesuch heroic charact need stronger actor give franchis,positive
951,actor fine way long way stori told imobut where end dramat thing happen le interest scene back chit chatth comic werent like tv show also werent like forc march mile dark tunnel frankli wouldnt care nuke gotham start movi faster pace realist human feelanoth review said fun that good way put drudg one dark aspect person trait anoth turn light one say love movi dark couldnt tell go want,positive
952,stori good moment fal poorli act well mayb manuscript gave littl effect realli like big movi fight scene impress lame conveni thing bout action sequenc stori vice bad person wont expo done cool interest way thoand act good,positive
953,read review clear mani peopl simpli dont understand hype movi coupl thing note ye movi extrem long hr ye move slow pace reason feel peopl simpli wont like superhero flick pack steadi storytel method move plot forward consist time scale enough action get heart racingthi version batman done differ prefer stori sensat someth linger sight order creat impend sen doom far seriou movi predecessor forego gener comedi bite keep mood light enough prime audienc next action sequencethi feel ground hero movi version batman even make sen way feed tortur soul walk line good badnow make movi truli standout cinematographi filmmak choos use camera tell stori limit amount digit graphic cgi film show real passion cinematographi qualiti film hold longer film lean heavili cgi great exampl origin matrix cinematographi surpass sequel visual integr due camera angl graphicsthi batman certainli isnt everyon okay peopl give poor review assum requir instant gratif dont much care whether imag screen real renderedtldr patient appreci art storytel went film master,positive
954,movi disappoint start finish one dimension batman one dimension plot could engag actor seem sleepwalk though pictur hate say origin batman movi adam west improv pictur especi scene shark repel,negative
955,massiv fan batman world visual interest score great penguin catwoman best perform car chase scene fun oh looooong watch,positive
956,gave star rate amaz trailer amaz frame movieset design vfx also nice done rest everyth felt dull boringthi batman unnecessari period,positive
957,batman everyth dark stori write action car chase scene realli well done first hour amaz drag bit next half hour still great batman movi second best dark knight also think robert pattinson made great batman fact think everi one good job plu made batman seem like realli hard time also want batman realli hope make sequel good opinion way forward dc gener,positive
958,well use hate batman movi wasnt enough logic explan happen like joker run around kill everyth doesnt seem realist appeal movi main villain alway remain dark everyth well organ pattinson goe beyond perfect batman charact,positive
959,saw last night wait transfer stream platform batman long long dark brood chisel chin bit bore save grace look common comicbook batman halfexpect speech bubbl appear onomatopo word appear screen fight scene look director design team cinematograph go amaz job rp best role ultim unconvinc writer attribut script sure result laugh loud quit time mean anyon deliv line like im see penguin crack main music theme remind death star theme star war tad ott opinionit wasnt leagu last batman movi although mani memor admir element thank,positive
960,watch serious contempl give hour half much chagrin persistedit three hour absolut drivel dark scene darker dialogu darker plot line combin iron enlighten audienc unbeliev poor movi isiv seen robert pattison movi im tact id never heard home assum read script told copi christian bale voic mean cant understand half timeif academi forc nomin part movi oscar struggl raspberri would issu,negative
961,overr terribl bore shame display batman horribl take effort write low level scriptwond actor think accept play movi,neutral
962,realli dont understand hype around moviey dark rain timebut main actor realli convincingi like atmospher tv seri gothan much atmospher moviebesid movi simpli long could shorten without affect storyin opinion better adopt batman franchisethi recommend movi,positive
963,bad act implaus stori got even convolut poor imit catwoman tri look like angel joli start romanc never went anywher lot action beat everyon counti loud effect make ration like cheap video game could claud van dam epic,negative
